Unnamed: 0;iteration;screening_sensitivity;screening_specificity;screening_cost;provider_cost;eGFR_cost;ultrasound_cost;ACE cost;diabetic_prevalence_30_39;diabetic_prevalence_40_49;diabetic_prevalence_50_59;diabetic_prevalence_60_69;diabetic_prevalence_70_79;DM_prev_30_39;DM_prev_40_49;DM_prev_50_59;DM_prev_60_69;DM_prev_70;DM_NDM_HR;dapa cost;disutility_medication_decrement;disutility_medication_cost;adverse_event_prop;UTI_event_prop;UTI_event_cost;disutility_UTI_decrement;DKA_event_prop;DKA_event_cost;disutility_DKA_decrement;compliance;SGLT2_discontinue;Stage3a mortality;Stage3b mortality;Stage4 mortality;Stage5 mortality;Stage2_QALY;Stage3a_QALY;Stage3b_QALY;Stage4_QALY;KF_PRE_KRT_QALY;KF_ON_KRT_QALY;Stage3a_overall_cost;Stage3b_overall_cost;Stage4_overall_cost;Stage5_overall_cost;Stage3a_DM_overall_cost;Stage3b_DM_overall_cost;Stage4_DM_overall_cost;Stage3a_NDM_cost;Stage3b_NDM_cost;Stage4_NDM_cost;Stage5_NDM_cost;Stage3a_DM_cost;Stage3b_DM_cost;Stage4_DM_cost;Stage5_DM_cost;baseline_costs;male_prop;diabetic ACM HR;diabetic kidney HR;non diabetic ACM HR;non diabetic kidney HR;TREATMENT ADHERENCE;DM_disutility
9704;9704;0.879496455;0.868871263;58.2587184;226.97384;18.11196922;425.734919;35.937543;0.041666667;0.235294118;0.6;0.417177914;0.433453237;0.038434415;0.077447114;0.133357297;0.219178082;0.245946878;1.535671616;433.8894068;0.020164541;4702.054246;9.93461E-05;0.012058222;139.21898;0.001396118;0.000736084;32793.75579;0.006727839;0.007234044;0.019877716;1.193535128;1.794803557;3.147254174;5.961619766;0.848236172;0.875118429;0.875118429;0.860410283;0.860410283;0.647991864;121.1523321;370.2492487;1234.869648;9158.575609;95.13567215;290.358124;509.5730534;32.67611632;109.3204328;482.1459161;8882.767954;449.0489335;1052.033151;1815.283509;7574.158074;0.96447198;0.511656384;0.747045413;0.49043979;0.503957622;0.396188091;0.663632872;0.060456223
9705;9705;0.835981056;0.844174606;49.3013481;216.9236244;19.16524171;532.7785738;32.01062233;0.083333333;0.294117647;0.587878788;0.429447853;0.415467626;0.034203103;0.072427393;0.134795111;0.214166388;0.23283891;1.536776662;320.2209836;0.011061858;3602.034823;0.000154662;0.015853286;183.6232951;0.001914225;0.000421955;32961.93979;0.011383597;0.005733858;0.017337473;1.220688996;1.822441834;3.179421992;5.558592898;0.909868668;0.842444309;0.842444309;0.726572123;0.726572123;0.605856071;169.9983379;341.6850761;1022.437384;6921.983793;102.302693;361.23619;600.9727317;33.464777;95.84913481;447.7112507;7095.160646;520.258508;791.8816155;2201.689599;7616.296937;0.89338352;0.48949562;0.496667033;0.590688711;0.401058796;0.544024724;0.983561219;0.011757939
9706;9706;0.900764181;0.883943678;60.22522067;251.0404415;23.61505803;379.1377719;31.49035229;0.041666667;0.279411765;0.56969697;0.398773006;0.377697842;0.037729196;0.084259591;0.134435658;0.216171066;0.229734391;1.522429964;498.8245143;0.016416675;3647.070354;6.19835E-14;0.005637674;125.6133443;0.001599979;0.0005978;36830.89047;0.004241474;0.006241141;0.015666761;1.211963158;1.710693897;3.125305472;5.630579033;0.808939472;0.695145565;0.695145565;0.603124112;0.603124112;0.591551387;148.688721;369.4353252;1129.076977;7488.294724;120.8682483;338.4192776;613.1910031;35.64996451;78.49262612;484.6833118;5083.028046;489.9813583;925.2358463;1978.498204;9724.551522;1.207008088;0.510519371;0.700690912;0.531743067;0.42815593;0.453630159;0.645396776;0.043733997
9707;9707;0.866008836;0.862408486;58.85975471;233.5730291;25.34446491;516.3333838;31.32423874;0.104166667;0.352941176;0.527272727;0.392638037;0.444244604;0.033850494;0.075654356;0.130841121;0.227530905;0.237323215;1.605314766;350.2531756;0.009851172;3775.657068;2.00679E-06;0.010258628;153.5822164;0.001902191;0.000667589;24871.4684;0.009072875;0.005027304;0.01085655;1.189163986;1.815909734;3.163338;5.467058276;0.78016898;0.793764205;0.793764205;0.796887474;0.796887474;0.653855073;141.2769466;328.6372142;1225.003697;9244.807615;104.4269869;285.857007;631.136742;30.30758134;119.1746872;449.2459301;6121.992392;463.3455374;741.0455235;1881.295985;6979.927172;0.847589623;0.505438979;0.614549166;0.535574433;0.402391461;0.458495781;0.736580565;0.047463724
9708;9708;0.827108634;0.871714121;66.42141854;205.4578444;17.1960227;407.7344486;28.355553;0.166666667;0.264705882;0.521212121;0.40797546;0.447841727;0.033145275;0.078522768;0.135873472;0.204811226;0.233183857;1.659615507;477.895352;0.026968481;4044.503447;2.16882E-06;0.008392377;129.3045724;0.00351253;0.000376952;28406.14174;0.008570307;0.005807127;0.008271869;1.197872697;1.807499687;3.016273705;5.704100935;0.895907386;0.889667058;0.889667058;0.837949395;0.837949395;0.646642985;110.84285;365.2473677;1429.545694;6987.32475;99.13461421;261.584551;604.1954061;24.15453214;126.9870126;456.0114787;8906.997;510.2846699;800.4455038;1927.857351;9138.842208;1.351239082;0.516028796;1.004396046;0.639491473;0.681721453;0.619225876;0.822575597;0.011459113
9709;9709;0.91168389;0.886351785;52.38953475;214.53048;21.68903464;615.684795;36.27840657;0.0625;0.220588235;0.593939394;0.398773006;0.451438849;0.031734838;0.083183937;0.14162473;0.216171066;0.230769231;1.663680996;311.3202626;0.011543094;3311.188342;1.10252E-08;0.011752655;138.2655257;0.002691093;0.000224232;26365.97785;0.008814096;0.005787696;0.010520547;1.173866687;1.842248045;3.267394793;5.376362851;0.891838618;0.819864164;0.819864164;0.706220809;0.706220809;0.581328308;126.6892885;481.5710499;1415.453005;9221.260054;105.8945774;262.8463398;497.3219163;31.61487555;112.6427986;463.2428555;7324.926009;509.2771001;722.4366701;1982.258702;10092.90614;1.28054855;0.494700306;0.605571455;0.479895474;0.358431315;0.384327243;0.613736086;0.056126144
9710;9710;0.910144898;0.907520915;53.72395259;204.2288836;26.48470349;464.906823;38.17111582;0.1875;0.264705882;0.56969697;0.349693252;0.397482014;0.042313117;0.073503048;0.139827462;0.203808887;0.238013108;1.582987981;412.033057;0.02576484;3906.480824;9.25971E-10;0.007501041;167.6460793;0.002595029;0.000385951;32379.22001;0.01386268;0.005017292;0.009834253;1.20975098;1.765915408;3.031756767;5.991030152;0.792683211;0.765914484;0.765914484;0.739862316;0.739862316;0.564964664;172.8901898;406.5378994;1139.266737;6442.554772;100.51453;262.922796;693.7548336;37.52269144;133.1566652;513.4442934;6616.065394;452.1193685;747.6366076;2251.54991;7682.827255;1.127482197;0.503035108;0.660486969;0.629980198;0.58396412;0.598928071;0.805021111;0.021306265
9711;9711;0.878739364;0.888062105;44.63333417;158.8996234;26.22574308;551.1267302;41.26216961;0.166666667;0.352941176;0.563636364;0.392638037;0.46942446;0.034555712;0.073503048;0.126887132;0.193785499;0.241462573;1.89296661;401.5264096;0.012571611;3480.672813;6.73639E-14;0.01047538;148.5659253;0.002207413;0.000548679;28843.40449;0.008301649;0.002734439;0.008893412;1.276901705;1.819254431;2.975227604;6.127759623;0.808354136;0.76168424;0.76168424;0.716198154;0.716198154;0.551853249;169.3560231;376.4382304;735.6034117;7825.726728;124.3996203;268.9688225;666.7948264;31.25714348;116.7345767;419.1312859;6251.446563;626.7968535;933.1632984;1760.740609;8549.092799;1.210309035;0.503954915;0.751687014;0.423543667;0.420780128;0.310751245;0.847328548;0.02864458
9712;9712;0.795931668;0.850885237;45.78208029;217.9562612;28.12032453;404.3160588;33.79177101;0.166666667;0.205882353;0.56969697;0.401840491;0.478417266;0.039492243;0.077805665;0.145938174;0.207818243;0.222145567;1.621553612;354.7909151;0.009245012;3570.093568;8.54377E-10;0.008054123;165.9400068;0.000160929;0.000631934;33664.09427;0.006600938;0.003298414;0.015327165;1.193905989;1.803259723;3.159852809;5.852264097;0.858708758;0.777708489;0.777708489;0.682261595;0.682261595;0.667393926;131.9385418;287.4682342;1341.0516;10258.32596;105.4669441;282.3829235;652.8580546;38.71051657;140.9471048;378.2025517;7234.606151;517.7613233;972.7977667;1913.071594;9647.00204;1.133435483;0.480031389;0.70970596;0.611474898;0.385865918;0.572559038;0.816235507;0.017851351
9713;9713;0.846409066;0.883312042;52.49458438;252.2230784;24.65490453;560.2928161;33.47644906;0.145833333;0.279411765;0.533333333;0.371165644;0.426258993;0.039492243;0.06920043;0.141265277;0.200467758;0.237668161;1.448966498;375.2944779;0.012368624;4060.753548;1.37698E-08;0.004026902;168.2604029;0.004690255;0.000628943;30629.25848;0.010046703;0.003434044;0.021815335;1.229199164;1.779787347;3.188798428;5.672804176;0.891095629;0.840433603;0.840433603;0.75227017;0.75227017;0.616239396;107.0251517;485.1473216;1369.748163;7641.152751;114.8655206;294.2469945;691.301601;39.41171857;136.3414529;477.5092619;7000.918927;493.7214837;641.7367779;1785.86453;8739.294861;1.169020555;0.506143611;0.845844879;0.488899322;0.59827223;0.395144888;0.86977724;0.032789596
9714;9714;0.879656082;0.89146795;64.3864606;227.9679688;28.09391989;478.5637683;33.32837636;0.125;0.352941176;0.618181818;0.395705521;0.449640288;0.03561354;0.071351739;0.139108555;0.207818243;0.248016557;1.405642749;415.0880633;0.017690335;3449.488548;0.007331307;0.009697636;149.3069691;0.001904358;0.000449457;27834.11034;0.013403077;0.007271673;0.012220551;1.214252663;1.697361698;3.243577662;5.856813093;0.937654488;0.920654599;0.920654599;0.841610198;0.841610198;0.569205948;142.5247934;362.7586717;822.5336495;8557.576951;106.45052;304.8399016;637.4887365;31.33685328;88.08713365;519.666;5514.123081;470.1280065;934.0640936;2123.180897;10167.61699;1.384614514;0.505217734;0.910328543;0.477817843;0.608740059;0.381679976;0.885882264;0.038281465
9715;9715;0.82527329;0.870679125;46.36633886;178.4777799;27.01712274;320.8406024;31.13227996;0.020833333;0.235294118;0.587878788;0.417177914;0.455035971;0.029619182;0.078881319;0.127965492;0.204811226;0.239047948;1.189130497;449.6527184;0.023313853;4897.596818;0.001876011;0.008904807;141.8911384;0.001261989;0.00060298;29747.18913;0.009959796;0.005879295;0.015721528;1.187349482;1.669474481;3.161139573;5.826779833;0.832597008;0.830546709;0.830546709;0.80036688;0.80036688;0.572785844;146.2813394;388.4883717;1415.625594;8493.619553;112.5024112;277.0648906;729.1112537;41.70731163;131.9860358;414.5365862;8817.588052;412.535398;1020.358961;2177.415945;8874.592126;1.030591629;0.491542788;0.813485921;0.515167493;0.635738556;0.430035331;0.555092051;0.019308663
9716;9716;0.844803075;0.864121617;34.72650736;198.3599203;25.06461734;489.1016617;28.9591096;0.1875;0.264705882;0.521212121;0.420245399;0.446043165;0.045133992;0.079598422;0.14054637;0.205479452;0.243877199;1.736518586;393.0284775;0.013564226;3517.631758;0.001036807;0.01290414;164.7550121;0.000715273;0.000420208;27494.33114;0.006425867;0.007704468;0.01374472;1.232022315;1.874923604;3.224928134;6.14213037;0.831716884;0.819253564;0.819253564;0.787068839;0.787068839;0.646986579;167.2504148;310.8640737;1313.586897;8892.642416;112.8875536;283.0297312;720.2727071;30.38094329;128.4421683;566.894251;5797.121868;507.5644182;976.2693324;2141.269701;8065.909669;0.951148251;0.486483807;0.846581289;0.725399182;0.393168395;0.761286348;0.936560848;0.033734978
9717;9717;0.861888982;0.858237827;54.94677406;213.8706799;18.68265951;393.5816415;28.491688;0.145833333;0.264705882;0.612121212;0.414110429;0.456834532;0.038787024;0.087128003;0.140905823;0.212161711;0.225939979;1.431760654;486.1424423;0.011301412;3482.590048;1.73513E-16;0.007461222;147.0466899;0.002652015;0.000286214;29817.22218;0.007141852;0.007867039;0.008541724;1.205749751;1.724034925;3.37064022;5.790372562;0.870522739;0.854219616;0.854219616;0.802891487;0.802891487;0.598009045;171.0833987;351.305494;1119.588832;7110.908336;120.0906545;321.4088474;572.7100341;39.9933013;113.5033226;518.0048166;7236.822018;439.6610846;807.1804977;2021.687715;7972.984237;1.121676057;0.504223689;0.727150889;0.522002209;0.546996222;0.440259163;0.650946372;0.015783177
9718;9718;0.852679718;0.895986085;53.75189758;156.779011;23.59528345;436.6494978;35.59436342;0.229166667;0.294117647;0.478787879;0.36196319;0.410071942;0.039844852;0.073503048;0.14162473;0.211493485;0.242842359;1.739377262;328.0795753;0.019773824;4100.306229;4.32625E-11;0.010029599;183.2002737;0.002401043;0.000370736;22343.66231;0.004061801;0.00535057;0.013926334;1.16189174;1.771506345;3.16769853;6.019496795;0.867892239;0.847855087;0.847855087;0.795016683;0.795016683;0.576810509;169.1595562;366.6775842;1081.01807;7289.247134;103.6579487;219.0161244;657.6963248;33.69035326;83.2470989;433.0125123;6528.556518;376.1205112;913.6904254;1943.532542;9577.553474;1.018611423;0.501078758;0.835741463;0.596315448;0.619353981;0.548252716;0.499681842;0.056637346
9719;9719;0.884594255;0.87575718;44.87557144;208.5793033;26.02962192;391.0267923;39.70865667;0.041666667;0.352941176;0.56969697;0.429447853;0.419064748;0.038081805;0.074937253;0.142703091;0.217173405;0.240082787;1.533131736;451.7916175;0.010981449;4202.061108;2.71792E-05;0.005937392;156.3116545;0.001249555;0.000734073;35736.09769;0.009549934;0.01125912;0.01487143;1.193927633;1.86435405;3.35526994;5.877024218;0.857481264;0.867423012;0.867423012;0.838997164;0.838997164;0.653014995;138.493033;385.21887;1024.366968;9549.667915;126.9016873;320.0748082;680.4186835;34.40760356;113.0787621;398.7255476;6828.821108;549.0041563;678.2111769;1422.096178;7261.474814;1.113371662;0.484223744;0.844062468;0.499276822;0.459104952;0.408985618;0.966833266;0.066715423
9720;9720;0.838914008;0.837325804;63.9024968;261.0498043;26.77050835;494.0864251;35.69582868;0.125;0.294117647;0.503030303;0.395705521;0.417266187;0.034908322;0.073144496;0.135154565;0.198128968;0.230769231;1.776534775;373.3911878;0.003416642;4174.249933;2.68106E-05;0.010870107;135.7567432;0.001495163;0.000273045;32188.68778;0.010777333;0.006029893;0.012994527;1.203937106;1.67622729;3.170268436;6.162680619;0.872430272;0.75697405;0.75697405;0.622329801;0.622329801;0.658569082;159.6687905;431.3706591;947.3095651;8899.622031;100.0214411;351.3529065;726.8422773;37.8952566;112.1816016;527.92648;5966.015777;378.1294376;939.923188;1653.721286;9107.681758;1.142729726;0.480062247;0.798444645;0.50749314;0.363291524;0.419595452;0.810484662;0.004890152
9721;9721;0.876349808;0.853961306;56.23536921;189.0525759;25.3827457;510.9166814;40.42086478;0.083333333;0.426470588;0.539393939;0.392638037;0.426258993;0.034203103;0.073503048;0.146297628;0.202806549;0.225939979;1.647759072;436.0162763;0.007840998;4267.560759;0.000110509;0.007538727;141.871069;0.002376926;0.000243352;37449.33814;0.013209827;0.00337213;0.013457481;1.220224138;1.879428329;2.982107882;5.777163181;0.823333757;0.770012787;0.770012787;0.709317124;0.709317124;0.509252668;142.6233642;390.6642497;1295.986782;6961.492278;122.1955613;313.2475908;536.581952;23.99281685;98.99556845;491.1709339;5682.845044;476.0174139;1034.832056;1560.673763;8092.661678;1.096323885;0.50126671;0.799218328;0.506298323;0.64280303;0.416825728;0.698488984;0.03634228
9722;9722;0.891321311;0.897372934;42.49090795;260.152811;29.74891202;434.9385263;31.61398141;0.0625;0.235294118;0.533333333;0.401840491;0.460431655;0.031382228;0.077447114;0.134076204;0.206481791;0.236288375;1.510473701;399.1775994;0.00939893;3893.611962;4.23558E-05;0.016665519;184.3950891;0.002175736;0.00086644;28183.14331;0.007065398;0.00572305;0.016468069;1.194924501;1.863483649;3.273961541;6.371662905;0.772776985;0.696513081;0.696513081;0.642064924;0.642064924;0.628551714;111.5820593;409.980266;1183.922728;7225.206606;100.3050254;264.5190747;609.6922701;40.69096701;100.8777055;446.3821758;6681.606321;443.7208455;805.1096581;1521.488135;8499.455795;0.973655947;0.481970201;0.79026896;0.536543735;0.611100461;0.459944678;0.970208472;0.040487235
9723;9723;0.84235483;0.851839688;45.27785768;203.6987889;23.70729424;376.0250338;30.56704762;0.083333333;0.308823529;0.587878788;0.389570552;0.426258993;0.044076164;0.078881319;0.135514019;0.205813565;0.226974819;1.446493614;463.1738395;0.005704024;4092.230734;2.24886E-10;0.007753378;169.8159458;0.001616775;0.000404802;30197.78735;0.007349219;0.009680009;0.010151306;1.169176517;1.768135922;3.241284819;5.789112674;0.833605828;0.804502647;0.804502647;0.764305829;0.764305829;0.647879272;106.4274963;497.760217;1143.064813;7967.603104;117.0612308;309.8021971;530.9026392;27.94161721;133.0005352;449.1116402;7034.758276;502.4256077;1071.398423;2059.530908;8812.294676;0.965420595;0.505887976;0.756922047;0.592393522;0.561463643;0.544515548;0.705089656;0.04044994
9724;9724;0.854628687;0.881655746;51.09675023;170.7658831;27.71432949;453.6119639;40.89437292;0.041666667;0.294117647;0.56969697;0.40797546;0.444244604;0.040197461;0.077088562;0.130122214;0.211159372;0.231114177;1.393346463;363.392603;0.0103849;4549.138957;4.3443E-10;0.016551595;201.7263327;0.0015919;0.000322744;30535.76096;0.004691433;0.003968953;0.01032996;1.219310439;1.804175065;3.342105116;5.962491615;0.901300902;0.835166095;0.835166095;0.724801095;0.724801095;0.645638558;131.3078184;400.4745247;1374.527929;7009.523023;103.2976527;298.9012758;661.1166643;39.64527704;119.7356579;546.8130972;7363.781938;336.0027607;1007.069913;2404.166258;9051.006503;1.223987048;0.49016025;0.751157913;0.669262702;0.539964302;0.664820448;0.758874071;0.023230722
9725;9725;0.867011138;0.88764179;42.43462273;221.4235745;21.60569694;399.1612461;37.33665373;0.083333333;0.25;0.563636364;0.374233129;0.489208633;0.029971791;0.090713517;0.1286844;0.201470097;0.240082787;2.014854674;385.2507657;0.013927136;3302.806019;5.92083E-08;0.009044478;144.9439994;0.002438316;0.000377692;35608.79624;0.009191457;0.004817671;0.008997734;1.19785964;1.899497101;3.114044403;6.007820528;0.940104045;0.910968343;0.910968343;0.818834889;0.818834889;0.597150589;108.8631872;426.3455057;896.4231851;8158.008546;101.7068077;271.9769631;664.9179783;39.74091245;88.80989729;534.6517652;6077.100387;394.6390867;843.6625086;1684.133702;8683.948186;0.865524873;0.506011758;0.632404158;0.713224771;0.537452769;0.740530185;0.724615128;0.059104405
9726;9726;0.840358142;0.840510767;54.20003313;193.9673122;24.06441923;474.8088153;29.06335293;0.1875;0.176470588;0.533333333;0.389570552;0.455035971;0.044076164;0.074578702;0.140905823;0.207150017;0.231114177;1.619145246;416.3383259;0.017003827;4194.847691;3.63018E-09;0.006949591;190.9502634;0.00114338;0.000380001;26025.94545;0.008080564;0.003517906;0.017993441;1.239684516;1.795180894;3.210997356;6.22762083;0.9597091;0.955457323;0.955457323;0.880491252;0.880491252;0.56594323;146.3376668;359.5990754;1193.561207;8403.670413;133.2853471;305.0014751;531.2302575;40.82640932;95.36683044;537.9618782;6911.765822;432.182886;673.0329993;1763.538106;8365.880298;1.258159734;0.493017277;0.614626868;0.57642685;0.409596019;0.521614014;0.793944403;0.043897857
9727;9727;0.838371005;0.878081865;53.06885447;200.3517076;28.83187763;432.6986624;30.75719862;0.104166667;0.397058824;0.6;0.389570552;0.449640288;0.032087447;0.079956974;0.128324946;0.223187437;0.249396344;1.897192546;458.6494468;0.010305565;4140.787811;0.000268082;0.006849157;141.7832375;0.001890215;8.64159E-05;25456.71722;0.007591016;0.007431118;0.021338312;1.126593912;1.813973588;3.293845834;5.898692459;0.893944211;0.800288709;0.800288709;0.670666452;0.670666452;0.633985767;131.9750479;427.6378351;951.5812403;6766.268068;123.8728173;238.4014073;633.1395668;40.47589838;106.9453505;388.2032107;6505.9255;479.2515746;796.1076025;2119.740251;9166.765534;0.990911117;0.519343033;0.741027372;0.599717967;0.477793042;0.556602679;0.84331911;0.054261987
9728;9728;0.886665706;0.906731857;44.47024198;246.2458167;18.83121625;380.928276;44.75658363;0.145833333;0.308823529;0.557575758;0.429447853;0.464028777;0.033497884;0.085335246;0.132997843;0.207150017;0.229389445;1.674992685;377.3610571;0.009057929;4025.860162;4.17778E-05;0.00351069;146.3855546;0.000308684;0.000281841;31531.06012;0.010600661;0.005346097;0.019406348;1.199957688;1.755993897;3.213113752;5.666016871;0.930915148;0.871065966;0.871065966;0.749206587;0.749206587;0.614374946;141.0419039;332.9996882;1416.772305;8629.522348;103.7037587;282.5127063;740.1353284;33.42122368;143.6306289;581.9891601;5945.305456;526.1854961;791.6542841;2204.915913;10060.51834;0.917223531;0.493945755;0.749170551;0.525882497;0.675814129;0.44561741;1;0.050737521
9729;9729;0.85865147;0.888185068;62.28478375;188.6915964;22.95228026;340.5824271;39.06379864;0.125;0.352941176;0.539393939;0.40797546;0.422661871;0.03561354;0.083183937;0.14557872;0.216505179;0.244567092;1.872462527;448.803316;0.004185114;4743.260094;1.54432E-12;0.009510433;147.4705483;0.001275009;0.000482864;34831.98711;0.008158352;0.007308572;0.008886682;1.222998745;1.845483109;3.207192088;5.713668631;0.779281189;0.667636069;0.667636069;0.59775644;0.59775644;0.625648826;150.7640251;443.5656499;1280.962527;9538.603568;91.77847753;268.1508079;636.8908739;33.86795868;108.1521761;502.3298762;7117.563592;448.5293442;880.1199014;1661.085081;7652.367334;0.915554999;0.509349735;0.661546545;0.465995074;0.313380386;0.367165498;0.960129037;0.017966076
9730;9730;0.849684303;0.884710467;41.47008299;177.1354563;22.22070005;333.9970093;41.39789047;0.104166667;0.294117647;0.575757576;0.463190184;0.419064748;0.032440056;0.078522768;0.134076204;0.214166388;0.234908589;1.643642085;465.7082808;0.007944258;3827.800023;0.000374297;0.015027571;120.303071;0.001313924;0.000251214;31569.6389;0.009567073;0.00693035;0.007897711;1.175829872;1.782803635;3.304106214;6.13114127;0.806591802;0.761071697;0.761071697;0.717175846;0.717175846;0.470788867;159.8607771;370.5042143;1320.692561;9614.785305;86.66798197;255.4220454;594.8721952;33.66896453;121.1563573;390.323856;5901.215827;509.6601239;971.2538058;1974.009359;8074.97039;1.017682712;0.510656417;0.848403405;0.440743735;0.792379186;0.332977569;0.634631261;0.054637368
9731;9731;0.880143491;0.871192591;57.42149656;201.1673771;23.96941198;421.1136405;38.56193119;0.083333333;0.367647059;0.557575758;0.417177914;0.410071942;0.033145275;0.065614916;0.123292595;0.205479452;0.218696102;1.192792168;448.1987598;0.010884394;4288.617432;3.96779E-05;0.01373404;141.1445188;0.001529434;0.000706622;31980.50694;0.011258829;0.009669574;0.013172062;1.212263145;1.705306187;3.257451054;5.747458987;0.814858419;0.80983719;0.80983719;0.790964268;0.790964268;0.638827155;162.6028299;357.4146968;1326.911589;6085.050485;119.9119867;276.816856;510.4875213;32.80367174;133.0777845;391.8131763;6630.302917;422.5647745;720.1026352;1741.696491;9350.359847;1.039054556;0.498086843;0.632792368;0.597975705;0.442932683;0.553367238;0.520065628;0.058613123
9732;9732;0.882721071;0.879710683;56.38047266;235.0500395;25.38002952;360.7867716;38.08090537;0.166666667;0.294117647;0.581818182;0.398773006;0.420863309;0.036671368;0.067049122;0.140186916;0.21550284;0.23283891;1.760973237;293.1571851;0.013815028;3670.043996;3.8062E-06;0.015580152;140.8520639;0.004476375;0.000708781;35008.97334;0.008985326;0.00754914;0.02065427;1.224188187;1.70170682;3.213269828;6.351732959;0.850147497;0.818509068;0.818509068;0.764471752;0.764471752;0.608910056;126.6486658;438.4477659;1115.620182;8351.064746;94.6476451;230.6599755;681.4090628;35.03320057;140.7518485;563.953054;5504.609113;471.7242789;849.0873681;1856.76504;10055.04358;0.903822736;0.497395667;0.712077029;0.57724094;0.463061785;0.521322702;0.751948904;0.033114844
9733;9733;0.803497287;0.854530036;55.20292358;209.6048494;29.38041147;510.8491227;32.79715126;0.0625;0.235294118;0.490909091;0.414110429;0.46942446;0.035260931;0.082108283;0.140905823;0.198797193;0.231114177;1.615233299;404.4332083;0.010605227;4223.864206;3.88303E-05;0.003602714;138.8535823;0.005508083;0.000565402;27011.50161;0.00946477;0.006980014;0.018144046;1.229454642;1.768531503;3.275159236;5.868249344;0.927448374;0.87383993;0.87383993;0.761079726;0.761079726;0.576085779;118.3464846;433.0229388;1300.426394;8451.359273;133.9049846;309.2801741;659.4784236;34.829023;118.2530992;519.956765;7224.557171;532.5053015;959.2644708;1712.346549;8725.104032;0.972338331;0.504093645;0.581847806;0.574958476;0.353706438;0.516805804;0.577778014;0.073734605
9734;9734;0.913192807;0.886529587;52.55168271;193.2507805;29.33427015;517.4535753;38.64042602;0.083333333;0.220588235;0.557575758;0.392638037;0.442446043;0.039139633;0.072068842;0.14557872;0.199799532;0.232149017;1.519988681;425.5781829;0.01549767;4902.021692;3.44805E-05;0.013115012;173.2782492;0.00180819;0.000692051;28933.38165;0.013333321;0.00599961;0.012975881;1.187622435;1.80729469;3.10008477;5.72616924;0.848308285;0.838129922;0.838129922;0.798394949;0.798394949;0.589683254;105.1036519;495.5204779;986.3327274;7065.76829;111.1295625;272.4860979;734.8391457;41.14756235;115.5768252;482.7093683;7449.808794;501.6679169;852.4073352;2198.307784;8744.99362;1.289936741;0.48330707;0.674451103;0.541415069;0.530281918;0.468599237;0.819487128;0.032757111
9735;9735;0.852513294;0.874512077;38.64852498;222.0675486;27.76414908;492.318009;35.06161599;0.145833333;0.294117647;0.557575758;0.371165644;0.478417266;0.037023977;0.074578702;0.134076204;0.192114935;0.234908589;1.356256344;374.6904926;0.011669337;3768.724736;3.33548E-05;0.007710663;123.14148;0.001643946;0.000463615;34545.90108;0.00504823;0.009295033;0.014979497;1.27806266;1.720117321;3.088395025;6.150599586;0.869865363;0.829909957;0.829909957;0.76168934;0.76168934;0.60783779;121.5253114;401.4835438;1280.118949;8064.269398;121.5047213;271.3281441;722.0861205;32.19615419;131.2204668;396.3069962;7791.357848;410.4521066;1020.733086;2506.933356;7399.117959;1.104841962;0.486615724;0.732279204;0.569955129;0.772361281;0.509283397;0.898803095;0.02701276
9736;9736;0.841110105;0.859497648;47.57143874;209.3496973;25.50353462;502.4705131;30.59936424;0.083333333;0.294117647;0.490909091;0.411042945;0.435251799;0.033497884;0.075295805;0.147016535;0.20180421;0.24180752;1.408651838;360.5506677;0.004790881;3682.665665;3.43316E-10;0.006100287;156.9173087;0.002723482;0.000292255;37467.35994;0.008071537;0.005193488;0.013537572;1.199762706;1.857003204;3.453795822;5.924782476;0.937399795;0.900413355;0.900413355;0.800433997;0.800433997;0.558504511;154.7300683;288.6718426;1181.275586;8948.104381;116.743146;260.9248278;657.6564884;29.77662277;104.6431849;511.7671114;6797.282735;457.2167215;728.8762605;1929.257843;8286.906568;1.080126195;0.502306346;0.64972702;0.56141115;0.462653344;0.498218336;0.855597856;0.037562533
9737;9737;0.924960006;0.892782946;50.50265971;198.8477837;23.25460418;351.0990671;31.34130444;0.0625;0.294117647;0.521212121;0.404907975;0.465827338;0.038081805;0.085335246;0.127606039;0.205479452;0.233528803;1.300595773;439.1654399;0.012203758;3078.455512;4.03953E-05;0.006542947;155.8144076;0.00269107;0.000400528;28769.32125;0.006309816;0.007502972;0.011139391;1.154822685;1.873612774;3.114279675;5.971202407;0.796694648;0.745702959;0.745702959;0.699198051;0.699198051;0.613862882;121.3438458;444.3999929;1206.23474;6471.489189;77.21460492;210.9987678;811.1704844;25.77097029;110.7212466;500.4599711;6327.402975;529.0118028;1055.120903;1660.709743;7782.821219;1.150276094;0.490287393;0.731310742;0.479270205;0.51097886;0.383726727;0.871942225;0.044682245
